Information,,NIF,Icon,Figleaf,,Anim,Weapon,Skeleton,Item Node,Skeleton,Item Node,Sound,Sound Material,Animated,Death,Appearance,Appearance,Appearance,Appearance,Appearance,Appearance,Appearance,Appearance,Appearance,Appearance,Appearance,Appearance,Appearance,Appearance,Appearance,Appearance,Appearance,Appearance,Appearance,Appearance,Glow,Interact,Figpart/Nif_ColumnA,UI Icon,Figpart/Nif_ColumnA,UI Icon,Figpart/Nif_ColumnA,UI Icon,Figpart/Nif_ColumnA,UI Icon,Figpart/Nif_ColumnA,UI Icon,Figpart/Nif_ColumnA,UI Icon,Figpart/Nif_ColumnA,UI Icon,Figpart/Nif_ColumnA,UI Icon,Figpart/Nif_ColumnA,UI Icon,Figpart/Nif_ColumnA,UI Icon,Figpart/Nif_ColumnA,UI Icon,Figpart/Nif_ColumnA,UI Icon,Figpart/Nif_ColumnA,UI Icon,Figpart/Nif_ColumnA,UI Icon,Figpart/Nif_ColumnA,UI Icon,Figpart/Nif_ColumnA,UI Icon,Figpart/Nif_ColumnA,UI Icon,Figpart/Nif_ColumnA,UI Icon,Figpart/Nif_ColumnA,UI Icon,Figpart/Nif_ColumnA,UI Icon,Figpart/Nif_ColumnA,UI Icon,Figpart/Nif_ColumnA,UI Icon,Figpart/Nif_ColumnA,UI Icon,Figpart/Nif_ColumnA,UI Icon
8666,Tier 4+ Shared Generic Belt_A,,3510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armor_hvy_02_A_belt,3510,Armor_med_05_A_Belt,3510,armor_cast_01_b_belt,3510,DW_Armor_EN_03_belt,3523,OR_armor_BO_03_belt,1514,Armor_med_05_A_Belt,3510,Armor_cast_03_A_belt,3510,GO_Armor_SQ_04_belt,1688,em_armor_wh_01_belt,8839,armor_hvy_03_b_belt,3510,EM_armor_BW_03_belt,8812,armor_mcast_03_a_belt,3510,cw_armor_cc_04_belt,6031,Armor_Med_04_A_Belt,3510,armor_cast_03_a_belt,3510,armor_mcast_03_b_belt,3510,HE_Armor_SM_03_belt,14229,Armor_light_03_B_belt,3510,Armor_Med_03_B_Belt,3510,Armor_cast_03_B_belt,3510,armor_hvy_03_B_Belt,3510,armor_light_03_a_belt,3510,de_armor_dk_03_belt,11711,de_armor_so_02_belt,11735
8667,Tier 4+ Shared Generic Belt_B,,3510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DW_Armor_IB_01_belt,3559,DW_Armor_SL_05_Belt,3719,armor_cast_02_a_belt,3510,Armor_Light_05_A_belt,3510,Armor_hvy_04_A_belt,3510,OR_Armor_BZ_05_Belt,1544,Armor_cast_02_A_belt,3510,Armor_light_02_A_belt,3510,armor_light_01_b_belt,3510,armor_hvy_03_a_belt,3510,armor_cast_03_B_belt,3510,armor_mcast_03_b_belt,3510,armor_hvy_04_a_belt,3510,Armor_Med_03_B_Belt,3510,cm_armor_ze_02_belt,6094,armor_mcast_03_a_belt,3510,Armor_hvy_03_B_belt,3510,HE_Armor_SW_04_belt,14258,Armor_Med_03_A_Belt,3510,HE_Armor_AM_03_belt,14206,armor_hvy_03_A_Belt,3510,armor_light_02_a_belt,3510,armor_mcast_03_b_belt,3510,de_armor_so_03_belt,11741
8668,Tier 4+ Shared Generic Body_A,,3504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armor_hvy_04_A_body,3504,Armor_med_05_A_Body,3504,armor_cast_02_a_body,3504,Armor_Light_04_A_body,3504,Armor_hvy_03_B_body,3504,Armor_med_05_A_Body,3504,Armor_cast_03_B_body,3504,GO_Armor_SQ_03_body,1610,armor_light_03_b_body,3504,armor_hvy_03_b_body,3504,armor_cast_03_A_body,3504,armor_mcast_03_b_body,3504,armor_hvy_04_a_body,3504,Armor_Med_03_B_Body,3504,armor_cast_04_b_body,3504,armor_mcast_03_a_body,3504,Armor_hvy_04_B_body,3504,Armor_light_03_B_body,3504,he_armor_WL_03_body,14288,Armor_cast_03_B_body,3504,Armor_hvy_03_A_body,3504,armor_light_02_a_body,3504,armor_mcast_04_a_body,3504,de_armor_so_03_body,11742
8669,Tier 4+ Shared Generic Body_B,,3504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armor_hvy_03_A_body,3504,DW_Armor_SL_05_Body,3720,armor_cast_03_a_body,3504,Armor_Light_03_B_body,3504,Armor_hvy_04_A_body,3504,OR_Armor_BZ_05_Body,1547,GO_Armor_SH_04_Body,1673,Armor_light_03_A_body,3504,em_armor_wh_04_body,8872,em_armor_kn_04_body,8930,armor_cast_04_A_body,3504,armor_mcast_04_a_body,3504,cw_armor_cc_03_body,6026,Armor_Med_05_B_Body,3504,cm_armor_ze_03_body,6101,armor_mcast_04_b_body,3504,Armor_hvy_03_A_body,3504,HE_Armor_SW_04_body,14259,Armor_Med_04_A_Body,3504,HE_Armor_AM_04_body,14213,Armor_hvy_04_A_body,3504,armor_light_04_a_body,3504,armor_mcast_03_b_body,3504,de_armor_so_04_body,11748
8670,Tier 4+ Shared Generic Glove_A,,3503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armor_hvy_03_B_gloves,3503,Armor_med_05_A_Gloves,3503,armor_cast_02_a_gloves,3503,armor_light_03_b_gloves,3503,Armor_hvy_02_B_gloves,3503,Armor_med_05_A_Gloves,3503,GO_Armor_SH_03_gloves,1577,GO_Armor_SQ_03_Gloves,1612,armor_light_03_a_gloves,3503,armor_hvy_02_b_gloves,3503,armor_cast_03_A_gloves,3503,armor_mcast_03_b_gloves,3503,armor_hvy_03_a_gloves,3503,Armor_Med_03_B_Gloves,3503,cm_armor_ze_03_gloves,6103,armor_mcast_03_a_gloves,3503,Armor_hvy_03_B_gloves,3503,HE_Armor_SW_03_gloves,14255,armor_med_05_a_gloves,3503,Armor_cast_03_B_gloves,3503,armor_hvy_03_B_gloves,3503,armor_light_03_a_gloves,3503,armor_mcast_03_a_gloves,3503,armor_cast_03_a_gloves,3503
8671,Tier 4+ Shared Generic Glove_B,,3503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armor_hvy_03_A_gloves,3503,DW_Armor_SL_05_Gloves,3722,armor_cast_03_a_gloves,3503,DW_Armor_EN_03_gloves,3526,Armor_hvy_04_A_gloves,3503,OR_Armor_BZ_05_Gloves,1553,Armor_cast_03_B_gloves,3503,GO_Armor_SQ_04_Gloves,1617,armor_light_03_b_gloves,3503,armor_hvy_03_a_gloves,3503,EM_armor_BW_04_gloves,8900,EM_Armor_WP_04_Gloves,8898,armor_hvy_03_b_gloves,3503,CW_Armor_MR_04_Gloves,6075,armor_cast_03_a_gloves,3503,armor_mcast_03_b_gloves,3503,HE_Armor_SM_03_gloves,14232,Armor_light_03_B_gloves,3503,armor_med_04_a_gloves,3503,Armor_cast_03_A_gloves,3503,armor_hvy_04_B_gloves,3503,armor_light_03_b_gloves,3503,armor_mcast_03_b_gloves,3503,de_armor_so_03_gloves,11744
8672,Tier 4+ Shared Generic Shoulder_A,,3502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armor_hvy_04_B_Shoulder,3502,Armor_med_05_A_Shoulder,3502,DW_Armor_RP_04_A_Shoulder,3678,DW_Armor_EN_03_A_Shoulder,3528,OR_Armor_BO_04_B_Shoulder,1665,Armor_med_05_A_Shoulder,3502,Armor_cast_04_A_shoulder,3502,GO_Armor_SQ_03_A_Shoulder,1614,em_armor_wh_03_b_shoulder,8870,em_armor_kn_05_shoulder,8940,Em_armor_BW_05_B_shoulder,8908,armor_mcast_04_a_shoulder,3502,armor_hvy_05_a_shoulder,3502,CW_Armor_MR_04_B_Shoulder,6077,cm_armor_ze_03_a_shoulder,6105,armor_mcast_05_a_shoulder,3502,HE_Armor_SM_05_C_Shoulder,14332,HE_Armor_SW_05_D_Shoulder,14269,Armor_Med_05_A_Shoulder,3502,HE_Armor_AM_02_A_Shoulder,14205,de_armor_bg_04_b_shoulder,3502,armor_light_04_b_shoulder,3502,de_armor_dk_05_shoulder,11728,de_armor_so_05_b_shoulder,11758
8673,Tier 4+ Shared Generic Shoulder_B,,3502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DW_Armor_IB_04_A_Shoulder,3683,DW_Armor_SL_05_Shoulder,3724,DW_Armor_RP_03_A_Shoulder,3606,DW_Armor_EN_05_A_Shoulder,3534,OR_Armor_BO_04_shoulder,1665,OR_Armor_BZ_05_Shoulder,1559,GO_Armor_SH_04_B_Shoulder,1677,GO_Armor_SQ_05_D_Shoulder,1632,em_armor_wh_04_a_shoulder,8876,em_armor_kn_04_b_shoulder,3502,armor_cast_04_B_shoulder,3502,armor_mcast_02_a_shoulder,3502,cw_armor_cc_04_shoulder,6036,CW_Armor_MR_03_B_Shoulder,6129,cm_armor_ze_05_a_shoulder,6117,cm_armor_ma_05_a_shoulder,6060,HE_Armor_SM_04_A_Shoulder,14240,HE_Armor_SW_05_Shoulder,14269,HE_Armor_WL_04_B_Shoulder,14298,HE_Armor_AM_03_Shoulder,14211,de_armor_bg_02_b_shoulder,3502,de_armor_we_04_B_shoulder,11776,de_armor_dk_05_c_shoulder,11728,de_armor_so_04_b_shoulder,11752
8674,Tier 4+ Shared Generic Shoulder_C,,3502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DW_Armor_IB_04_Shoulder,3683,DW_Armor_SL_05_A_Shoulder,3502,armor_cast_05_a_shoulder,3502,Armor_Light_03_A_shoulder,3502,OR_armor_BO_03_shoulder,1519,OR_Armor_BZ_05_A_Shoulder,1560,GO_Armor_SH_04_A_Shoulder,1677,Armor_light_03_A_Shoulder,3502,armor_light_04_a_shoulder,3502,em_armor_kn_03_a_shoulder,1595,EM_armor_BW_04_shoulder,8907,EM_Armor_WP_04_Shoulder,8895,armor_hvy_03_a_shoulder,3502,CW_Armor_MR_04_B_Shoulder,6077,cm_armor_ze_02_shoulder,6099,cm_armor_ma_04_b_shoulder,6145,HE_Armor_SM_03_B_Shoulder,14234,HE_Armor_SW_04_B_Shoulder,14263,HE_Armor_WL_04_A_Shoulder,14298,HE_Armor_AM_04_Shoulder,14217,de_armor_bg_03_a_shoulder,3502,armor_light_04_a_shoulder,3502,de_armor_dk_04_a_shoulder,11722,armor_cast_05_b_shoulder,3502
8675,Tier 4+ Shared Generic Shoulder_D,,3502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armor_hvy_04_A_Shoulder,3502,DW_Armor_SL_05_B_Shoulder,3502,armor_cast_04_a_shoulder,3502,DW_Armor_EN_04_B_Shoulder,3689,OR_Armor_BO_04_A_Shoulder,1665,OR_Armor_BZ_05_B_Shoulder,1561,Armor_cast_04_B_shoulder,3502,Armor_light_04_B_Shoulder,3502,em_armor_wh_04_shoulder,8876,em_armor_kn_03_b_shoulder,3502,Em_armor_BW_02_B_shoulder,8905,armor_mcast_02_a_shoulder,3502,cw_armor_cc_03_shoulder,6030,CW_Armor_MR_03_B_Shoulder,6129,armor_cast_05_a_shoulder,3502,armor_mcast_04_b_shoulder,3502,HE_Armor_SM_03_A_Shoulder,14234,HE_Armor_SW_04_A_Shoulder,14263,Armor_Med_03_A_Shoulder,3502,HE_Armor_AM_05_Shoulder,14321,DE_Armor_BG_05_Shoulder,11837,armor_light_05_a_shoulder,3502,armor_mcast_03_b_shoulder,3502,armor_cast_04_a_shoulder,3502
8676,Tier 4+ Shared Generic Helm_A,,3501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helm_hvy_04_A,3501,DW_Helm_SL_05,3723,DW_Helm_RP_04_A,3677,helm_light_05_B,3501,Helm_hvy_04_A,3501,OR_Helm_BZ_05,1556,helm_cast_04_B,3501,GO_Helm_SQ_03_A,1613,em_helm_wh_05_b,8881,em_helm_kn_05_a,1602,crown_cast_05_A,3501,crown_mcast_04_a,3501,helm_hvy_05_a,3501,CW_Helm_MR_05_B,6082,cm_helm_ze_04_a,6110,cm_helm_ma_03_b,6128,HE_helm_SM_05_B,14331,hat_light_02_B,3501,HE_Helm_WL_04_A,14297,he_helm_am_06,14341,de_helm_bg_05_c,3501,crown_light_03_b,3501,de_helm_dk_04,11721,de_helm_so_03_a,11745
8677,Tier 4+ Shared Generic Helm_B,,3501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DW_Helm_IB_05_B,3586,DW_Helm_SL_05_A,3501,DW_Helm_RP_02,3599,DW_Helm_EN_04_B,3688,Helm_hvy_04_B,3501,OR_Helm_BZ_05_A,1557,GO_Helm_SH_04_A,1618,GO_Helm_SQ_03_B,1613,em_helm_wh_03_a,8869,em_helm_kn_03_a,1602,Em_helm_BW_02_B,8811,EM_Helm_WP_03_A,8893,helm_hvy_04_a,3501,Helm_Med_04_A,3501,helm_cast_05_a,3501,cm_helm_ma_05_a,6059,HE_helm_SM_04_A,14239,HE_helm_SW_05_C,14268,HE_Helm_WL_03_B,14291,Crown_cast_03_B,3501,DE_helm_BG_05,11836,de_helm_we_04_A,11775,de_helm_dk_05_d,11727,de_helm_so_05_c,11757
8678,Tier 4+ Shared Generic Helm_C,,3501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DW_Helm_IB_03_A,3573,DW_Helm_SL_05_B,3501,DW_Helm_RP_03_A,3605,DW_Helm_EN_04_A,3688,OR_helm_BO_04,1664,OR_Helm_BZ_05_B,1558,helm_cast_02_a,3501,GO_Helm_SQ_05,1629,hat_light_03_a,3501,helm_hvy_03_a,3501,Em_helm_BW_03_A,8816,crown_mcast_05_B,3501,cw_helm_cc_04_b,6035,CW_Helm_MR_04_A,6076,crown_cast_04_b,3501,helm_mcast_04_a,3501,helm_hvy_02_A,3501,HE_helm_SW_04_B,14262,Helm_Med_03_A,3501,HE_Helm_AM_05,14320,DE_helm_BG_04,11830,de_helm_we_04_B,11775,de_helm_dk_05_b,11727,crown_cast_05_b,3501
8679,Tier 4+ Shared Generic Helm D,,3501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,helm_hvy_05_B,3501,Crown_med_05_A,3501,helm_cast_04_a,3501,helm_light_04_B,3501,Helm_hvy_05_B,3501,Helm_med_05_A,3501,GO_Helm_SH_03_B,1578,Helm_light_05_B,3501,helm_light_04_b,3501,em_helm_kn_04,8933,EM_helm_BW_04_A,8858,EM_Helm_WP_05_A,8837,cw_helm_cc_04_a,6035,CW_Helm_MR_03_B,6128,helm_cast_04_a,3501,helm_mcast_04_b,3501,HE_helm_SM_02_A,14227,HE_helm_SW_04_A,14262,Helm_Med_02_A,3501,HE_Helm_AM_03_A,14210,helm_hvy_03_b,3501,crown_light_05_a,3501,de_helm_dk_05,11727,de_helm_so_04_b,11751
8680,NPC_EM_Tool_Hoe_01,3150,,,,11,0,1,,8,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8681,NPC_EM_Tool_Knife_01,3151,,,,0,8,0,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8682,NPC_EM_Tool_Mallet_01,3152,,,,0,1,0,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8683,NPC_EM_Cloth_Bandage_01_Gloves,,3503,NPC_EM_Cloth_Bandage_01_Gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8684,NPC_EM_Cloth_Bandage_01_Body,,3504,NPC_EM_Cloth_Bandage_01_Body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8685,NPC_EM_Cloth_Bandage_01_Feet,,3500,NPC_EM_Cloth_Bandage_01_Feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8686,INV OBJ itm_ge_back,,948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8687,INV OBJ itm_ge_belt,,949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8688,INV OBJ itm_ge_body,,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8689,INV OBJ itm_ge_boots,,951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8690,INV OBJ itm_ge_gloves,,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8691,INV OBJ itm_ge_helmet,,953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8692,INV OBJ itm_ge_shoulder,,954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8693,CH_Axe_1H_T5_04,3153,7694,,0,1,0,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8694,CH_Axe_1H_T5_05,3154,7695,,0,1,0,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8696,CH_Axe_1H_TE_05,3156,7698,,0,1,0,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8697,CH_Axe_1H_TE_06,3157,7699,,0,1,0,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8698,CH_Dagger_T2_04,3158,7702,,0,8,0,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8699,CH_Dagger_T4_05,3159,7703,,0,8,0,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8700,CH_Dagger_T5_04,3160,7707,,0,8,0,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8701,CH_Dagger_T5_05,3161,7708,,0,8,0,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8702,CH_Fetish_T4_03,3162,7711,,,17,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8703,CH_Fetish_T4_04,3163,7712,,,17,,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8704,CH_Mace_1H_T3_02,3164,7719,,0,1,0,0,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8705,CH_Mace_1H_T5_02,3165,7721,,0,1,0,0,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8706,CH_Mace_1H_T5_03,3166,7722,,0,1,0,0,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8707,CH_Pick_1H_T3_02,3167,7724,,0,1,0,0,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8708,CH_Shield_T3_05,3168,7729,,1,18,0,3,,,11,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8709,CH_Shield_T4_02,3169,7730,,1,18,0,3,,,11,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8710,CH_Shield_T4_03,3170,7731,,1,18,0,3,,,11,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8711,CH_Shield_T4_04,3171,7732,,1,18,0,3,,,11,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8712,CH_Shield_T4_05,3172,7733,,1,18,0,3,,,11,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8713,CH_Shield_T5_03,3173,7736,,1,18,0,3,,,11,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8714,CH_Shield_T5_04,3174,7737,,1,18,0,3,,,11,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8715,CH_Shield_T5_05,3175,7738,,1,18,0,3,,,11,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8716,CH_Staff_T5_04,3176,7743,,0,6,0,2,0,7,11,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8717,CH_Staff_T5_05,3177,7744,,0,6,0,2,0,7,11,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8718,CH_Sword_1H_T2_04,3178,7746,,0,1,0,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8719,CH_Sword_1H_T2_05,3179,7747,,0,1,0,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8720,CH_Sword_1H_T3_04,3180,7748,,0,1,0,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8721,DE_Chalice_T1_03,3181,11282,,,18,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8722,DE_Chalice_T2_04,3182,11283,,,18,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8723,DE_Chalice_T3_04,3183,11284,,,18,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8724,DE_Chalice_T3_05,3184,11285,,,18,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8725,DE_Chalice_T4_03,3185,11286,,,18,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8726,DE_Chalice_T4_04,3186,11287,,,18,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8727,DE_Chalice_T4_05,3187,11288,,,18,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8728,DE_Chalice_T5_04,3188,11292,,,18,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8729,DE_Chalice_T5_05,3189,11293,,,18,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8730,DE_Glaive_T1_03,3190,11306,,0,11,0,1,,8,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8731,DE_Glaive_T2_03,3191,11307,,0,11,0,1,,8,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8732,DE_Glaive_T2_04,3192,11308,,0,11,0,1,,8,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8733,DE_Glaive_T3_04,3193,11309,,0,11,0,1,,8,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8734,DE_Glaive_T3_05,3194,11310,,0,11,0,1,,8,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8735,DE_Glaive_T4_03,3195,11311,,0,11,0,1,,8,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8736,DE_Glaive_T4_04,3196,11312,,0,11,0,1,,8,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8737,DE_Glaive_T4_05,3197,11313,,0,11,0,1,,8,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8738,DE_Glaive_T5_04,3198,11317,,0,11,0,1,,8,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
